0
1
2
3
4
5
6
7
8
9
10
11,0,87,239,15,25
12,0,84,237,20,26,1,21,217,13,15
13,0,84,238,18,25
14,0,84,238,18,25
15,0,84,241,17,23
16,0,84,241,17,23
17,0,87,240,14,23
18,0,86,238,18,25
19,0,83,238,21,25,2,251,280,21,8
20,0,85,241,17,22,2,247,275,28,13
21,0,85,241,16,22,2,245,273,31,15
22,0,85,238,16,25,2,243,270,34,18
23,0,84,238,21,26,2,243,268,34,20,3,33,248,11,15
24,0,83,239,19,24,2,239,267,42,21
25,0,85,238,17,25,2,237,267,44,21
26,0,83,241,19,22,2,218,266,63,22
27,0,83,238,19,25,2,216,267,65,21
28,0,83,238,19,25,2,214,265,74,23
29,0,83,238,19,25,2,213,262,68,26
30,0,83,238,19,25,2,212,260,63,27
31,0,83,238,19,25,2,211,257,58,29
32,0,81,237,21,26,2,210,254,58,30
33,0,81,238,21,25,2,209,245,59,37
34,0,78,234,28,29,2,207,241,59,38,4,239,251,14,12
35,0,78,239,24,24,2,206,237,58,39
36,0,80,238,22,26,2,205,233,59,40
37,0,81,239,21,24,2,206,233,56,38
38,0,80,238,22,26,2,204,232,55,38
39,0,78,239,25,24,2,204,231,55,35
40,0,78,236,25,27,2,204,232,54,29,5,235,239,13,12
41,0,78,238,24,25,2,203,231,58,26
42,0,77,238,27,25,2,203,229,56,25
43,0,84,238,18,25,2,202,225,57,26
44,0,78,238,24,25,2,202,218,58,30
45,0,78,237,25,26,2,202,213,58,32
46,0,78,238,24,26,2,203,208,57,34
47,0,77,238,25,26,2,203,204,53,35
48,0,78,239,25,24,2,203,202,54,37
49,0,78,239,25,24,2,204,200,52,38,6,23,206,15,11
50,0,78,239,25,24,2,204,200,47,39,6,23,205,16,12
51,0,78,239,24,24,2,204,199,48,40,6,23,206,16,11
52,0,78,238,24,25,2,204,197,48,42,6,22,207,17,10
53,0,78,239,24,24,2,203,197,49,41,6,22,206,18,11
54,0,78,238,24,25,2,203,195,48,38,6,22,205,18,11
55,0,78,239,24,25,2,203,197,48,30,6,23,206,19,9
56,0,76,238,26,25,2,203,196,47,25,6,22,205,21,10
57,0,81,239,21,24,2,202,192,63,28,6,22,205,22,9
58,0,78,241,24,22,2,202,188,63,31,6,23,205,23,10
59,0,86,239,16,24,2,202,187,63,32,6,23,205,21,9
60,0,87,239,15,11,2,203,181,48,36,6,23,203,22,11
61,0,81,239,21,24,2,202,179,50,39,6,23,202,21,13
62,0,77,237,26,26,2,203,173,48,42,6,23,202,21,13
63,0,81,241,21,22,2,202,170,51,45,6,24,204,21,12
64,0,81,241,21,23,2,202,168,51,43,6,23,200,23,14
65,0,77,241,25,23,2,201,164,51,46,6,23,200,22,15,7,216,165,14,17
66,0,77,241,25,23,2,200,159,50,50,6,23,200,23,14
67,0,77,239,25,25,2,200,157,49,50,6,23,199,28,15
68,0,77,239,25,25,2,199,156,49,47,6,23,198,30,16
69,0,77,239,25,25,2,199,156,47,43,6,21,198,32,16
70,0,77,238,25,26,2,198,154,48,39,6,22,198,22,15
71,0,77,238,25,26,2,199,151,49,36,6,22,198,20,14,8,224,155,14,13
72,0,77,238,25,26,2,198,149,48,35,6,23,198,19,14
73,0,77,238,25,24,2,198,146,46,45,6,23,197,18,13
74,0,69,237,36,27,2,198,144,45,43,6,26,196,16,14
75,0,77,238,25,26,2,197,142,47,41,6,23,196,30,15
76,0,77,234,29,30,2,194,139,48,39,6,24,195,32,16
77,0,77,238,25,26,2,191,138,49,40,6,23,195,33,16
78,0,77,239,27,25,2,187,136,54,42,6,23,195,32,15
79,0,77,239,25,25,2,186,134,56,43,6,23,194,32,16
80,0,77,239,25,25,2,184,132,58,45,6,22,194,34,16
81,0,77,239,25,25,2,184,130,58,48,6,22,194,34,16
82,0,77,239,25,25,2,183,128,58,49,6,22,193,35,15
83,0,77,239,26,26,2,182,126,59,49,6,19,193,38,17
84,0,77,239,26,25,2,182,124,59,47,6,20,193,37,17
