1
2
3
4
5
6
7
8
9
10
11,0,1706,578,149,173
11,1,784,550,63,133
11,2,1870,502,50,121
11,3,1258,454,77,201
11,4,310,454,45,121
11,5,1734,446,69,105
11,6,1802,426,81,137
11,7,0,230,191,697
12,0,1706,566,149,185
12,1,774,550,73,121
12,3,1258,454,141,201
12,4,310,454,45,125
12,5,1686,474,93,121
12,6,1802,426,81,135
12,7,0,234,207,561
12,8,1742,442,57,109
13,0,1786,566,73,169
13,1,774,550,73,121
13,2,1882,518,38,145
13,3,1262,454,141,201
13,5,1690,374,109,377
13,6,1802,426,77,137
13,7,0,234,199,645
14,1,726,486,121,185
14,3,1262,454,141,181
14,5,1690,426,230,325
14,7,0,230,203,697
14,8,1754,398,45,153
15,1,750,486,97,185
15,2,1886,522,34,153
15,3,1262,454,141,189
15,5,1690,474,193,277
15,6,1802,426,49,109
15,7,0,242,211,677
16,1,726,486,121,185
16,2,1882,522,38,165
16,3,1262,454,141,181
16,5,1690,478,185,273
16,7,0,246,219,673
17,1,750,486,97,185
17,2,1882,522,38,217
17,3,1262,454,137,197
17,5,1686,370,193,385
17,7,0,234,223,681
18,1,750,486,97,185
18,2,1874,522,46,225
18,3,1262,454,141,181
18,5,1670,442,209,317
18,7,0,242,235,665
18,9,1718,549,101,162
18,10,1706,370,81,117
19,1,750,486,97,185
19,3,1262,454,101,181
19,5,1670,394,250,365
19,7,0,246,247,661
19,9,1714,557,113,154
19,11,54,525,53,147
20,1,750,486,97,185
20,3,1262,454,101,181
20,5,1678,414,242,345
20,7,0,254,251,653
20,10,1722,394,65,93
21,1,750,486,97,185
21,3,1262,454,101,205
21,5,1666,374,254,393
21,7,0,250,267,657
21,9,1710,562,109,149
21,12,326,486,61,165
21,13,1686,462,81,78
22,1,750,486,97,185
22,3,1262,454,117,209
22,5,1662,390,258,377
22,7,0,266,251,641
22,9,1710,558,89,153
22,12,326,486,65,89
22,14,226,458,65,101
23,1,750,486,97,185
23,3,1262,454,121,209
23,5,1646,466,274,305
23,7,2,234,285,669
23,9,1710,546,89,165
23,10,1714,382,65,109
23,12,326,490,69,81
23,15,38,710,97,193
24,1,750,486,97,185
24,3,1270,454,137,209
24,5,1654,382,266,389
24,7,38,234,213,669
24,11,0,498,115,305
24,12,290,494,117,77
25,1,750,486,97,185
25,3,1270,454,137,209
25,5,1656,454,264,321
25,7,0,246,255,657
25,10,1678,374,105,153
25,12,310,490,97,85
26,1,750,486,97,185
26,3,1270,454,137,213
26,5,1642,430,278,345
26,7,30,246,237,657
26,10,1674,370,109,117
26,16,0,498,75,305
26,17,1870,330,50,189
27,1,750,490,93,181
27,3,1270,454,137,213
27,5,1618,434,302,341
27,7,26,238,269,665
27,9,1722,538,105,170
27,10,1670,390,93,97
27,12,330,490,85,97
27,16,0,498,75,305
27,17,1866,330,54,181
28,1,750,490,93,181
28,3,1270,454,137,205
28,5,1618,330,302,445
28,7,42,242,277,661
28,10,1690,366,69,113
28,12,332,490,79,85
28,16,0,498,75,305
29,1,750,510,93,161
29,3,1270,454,137,213
29,5,1646,366,274,409
29,7,42,242,289,661
29,16,0,498,75,305
29,17,1862,334,58,165
30,1,750,510,93,161
30,3,1274,454,133,205
30,5,1650,466,270,309
30,7,42,246,305,657
30,10,1686,366,69,121
30,12,346,490,85,73
30,16,0,498,75,305
30,17,1814,306,89,197
31,1,750,510,93,161
31,3,1274,454,145,181
31,5,1642,474,278,301
31,7,42,230,325,673
31,10,1658,366,97,113
31,12,346,494,93,77
31,16,0,498,75,293
31,17,1878,378,42,133
32,1,750,510,89,161
32,3,1274,460,145,175
32,5,1638,374,282,401
32,7,42,246,357,657
32,10,1650,370,101,109
32,12,346,494,93,77
32,16,0,498,75,301
32,17,1822,378,45,117
33,1,750,510,69,109
33,3,1274,460,133,175
33,5,1638,314,282,461
33,7,42,250,393,617
33,10,1654,370,93,113
33,12,350,498,97,77
33,16,0,498,75,289
33,18,150,614,97,289
33,19,1314,578,61,85
34,1,750,510,69,109
34,3,1282,458,125,205
34,5,1638,306,282,473
34,7,42,262,409,641
34,10,1678,386,69,125
34,12,350,498,101,77
34,16,0,498,75,289
34,20,198,554,57,94
35,1,750,510,69,109
35,3,1282,462,125,189
35,5,1618,310,302,469
35,7,42,262,425,641
35,10,1678,382,105,113
35,12,350,490,109,93
35,16,0,526,75,261
36,1,750,510,69,109
36,3,1282,462,125,173
36,5,1618,310,302,477
36,7,0,322,471,581
36,16,0,526,75,261
36,21,286,266,61,97
37,3,1282,462,89,173
37,5,1618,326,302,461
37,7,62,318,421,585
37,10,1642,382,157,125
37,16,0,530,75,261
37,21,290,254,69,121
37,22,0,338,67,113
38,3,1282,462,125,173
38,5,1618,342,302,453
38,7,62,350,405,553
38,10,1646,366,101,145
38,16,0,502,75,285
38,21,298,270,89,101
38,22,0,338,71,141
38,23,0,818,59,109
39,3,1282,478,129,157
39,5,1618,366,302,433
39,7,174,490,297,413
39,16,0,542,71,245
39,21,314,262,89,85
39,22,0,338,71,81
39,23,0,818,59,109
39,24,74,354,177,281
40,3,1282,478,129,157
40,5,1618,358,302,441
40,7,186,534,277,369
40,10,1646,366,101,121
40,16,0,542,67,245
40,21,330,270,89,81
40,22,0,338,71,81
40,23,0,818,63,109
40,24,74,358,173,281
41,3,1286,474,121,149
41,5,1618,370,302,433
41,7,214,490,253,405
41,10,1646,362,101,125
41,16,0,534,71,225
41,21,350,266,93,117
41,22,0,338,71,81
41,23,0,818,67,109
41,24,38,354,213,285
42,3,1286,474,121,153
42,5,1614,374,306,429
42,7,242,502,229,385
42,10,1686,370,61,117
42,16,0,498,75,261
42,21,366,266,89,117
42,22,0,338,71,81
42,23,0,818,91,109
42,24,74,350,169,293
43,3,1286,474,125,153
43,5,1622,326,298,477
43,7,258,490,233,385
43,10,1670,358,77,125
43,16,0,542,71,217
43,21,386,262,89,117
43,22,0,338,71,81
43,23,0,818,99,109
43,24,38,350,201,273
43,25,366,742,53,106
43,26,0,474,75,101
44,3,1286,474,125,153
44,5,1610,366,310,437
44,7,298,490,201,393
44,10,1682,354,57,129
44,16,0,542,71,217
44,21,402,258,85,141
44,22,0,338,71,81
44,23,0,818,115,109
44,24,90,354,149,265
44,26,0,474,75,101
45,3,1294,474,121,153
45,5,1586,342,334,461
45,7,350,490,165,385
45,10,1666,354,77,137
45,16,0,542,71,217
45,21,414,258,85,137
45,22,0,338,71,81
45,23,0,818,123,109
45,24,86,358,153,257
45,26,0,470,75,105
46,3,1294,474,121,153
46,5,1588,298,332,505
46,7,350,490,193,381
46,16,0,578,71,181
46,21,434,262,85,129
46,22,0,338,71,81
46,23,0,818,123,109
46,24,86,362,157,249
46,26,0,470,75,105
47,3,1294,474,121,153
47,5,1586,298,334,505
47,7,382,534,209,333
47,16,0,578,71,181
47,21,450,262,81,161
47,22,0,338,71,81
47,23,0,818,123,109
47,24,118,366,125,241
48,3,1298,478,117,149
48,5,1580,298,340,505
48,7,382,538,273,329
48,16,0,542,71,217
48,21,426,266,125,161
48,22,0,338,71,81
48,23,0,818,123,109
48,24,142,366,101,161
49,3,1298,478,117,149
49,5,1566,434,353,369
49,7,382,622,113,245
49,16,0,542,71,217
49,21,450,270,113,161
49,22,0,338,71,81
49,23,0,818,123,109
49,24,146,370,97,157
49,27,438,538,213,317
49,28,1794,294,126,229
50,3,1298,478,117,149
50,5,1554,374,365,429
50,16,0,542,71,217
50,21,450,274,129,157
50,22,0,338,71,81
50,23,0,818,123,109
50,24,146,410,93,109
50,27,382,534,281,333
50,28,1822,286,98,237
51,3,1298,482,117,145
51,5,1526,426,393,377
51,7,502,514,189,337
51,8,1742,406,97,77
51,16,0,542,67,217
51,21,478,278,121,169
51,23,0,818,123,109
51,24,170,434,69,81
51,27,382,610,149,257
51,28,1818,294,102,217
52,3,1298,482,117,145
52,5,1514,426,405,381
52,7,386,610,169,253
52,8,1730,430,53,105
52,16,0,542,67,217
52,21,494,286,121,161
52,23,0,818,123,109
52,24,182,434,57,129
52,28,1818,294,102,217
52,29,506,514,225,333
53,3,1302,482,113,145
53,5,1502,354,417,457
53,16,0,542,67,217
53,21,518,290,117,157
53,23,0,818,123,109
53,28,1818,290,102,221
53,29,566,506,149,341
53,30,402,646,165,217
53,31,458,554,101,69
54,3,1302,482,113,145
54,5,1502,354,417,457
54,8,1782,370,57,101
54,16,0,542,67,217
54,21,530,286,121,161
54,23,0,818,123,109
54,28,1814,282,106,237
54,29,578,506,157,341
54,30,414,654,169,205
54,31,494,550,77,69
54,32,394,474,57,101
55,3,1302,486,69,141
55,5,1502,354,417,461
55,16,0,542,67,217
55,21,542,282,121,201
55,23,0,818,123,109
55,28,1814,282,106,237
55,29,494,506,241,341
55,30,438,654,161,189
55,33,1610,462,53,153
56,3,1302,486,65,141
56,5,1558,354,361,465
56,16,0,542,67,205
56,21,566,274,117,217
56,23,0,818,123,109
56,28,1810,282,110,237
56,29,630,514,105,333
56,30,502,670,125,169
56,33,1622,454,45,122
56,34,526,542,105,89
57,3,1302,486,65,137
57,5,1502,350,417,473
57,16,0,542,67,205
57,21,578,270,117,221
57,23,0,818,123,109
57,29,542,482,205,365
57,32,410,490,69,77
58,3,1302,486,69,149
58,5,1504,290,416,537
58,16,0,666,67,81
58,21,590,270,201,301
58,23,0,818,123,109
58,29,566,538,169,309
58,35,0,542,67,145
59,3,1302,486,53,149
59,5,1504,290,416,537
59,21,598,258,217,297
59,23,0,818,123,109
59,29,586,542,149,305
59,35,0,542,67,145
59,36,0,666,67,81
59,37,410,490,81,69
60,3,1302,486,53,149
60,5,1502,290,418,541
60,21,602,262,233,281
60,23,0,818,123,109
60,29,630,478,133,369
60,35,0,542,67,145
60,36,0,666,67,81
60,37,410,490,77,69
60,38,1610,389,49,162
61,3,1302,490,53,145
61,5,1502,286,418,545
61,21,622,266,233,257
61,23,0,818,123,109
61,29,630,530,149,317
61,35,0,542,67,141
61,36,0,666,67,81
61,37,410,474,69,93
61,39,674,670,61,157
61,40,1754,410,65,101
62,5,1518,290,402,537
