11,0,1462,630,89,173
11,1,534,586,37,153
11,2,1346,538,117,233
11,3,1538,426,109,361
12,0,1502,702,77,101
12,1,538,570,37,169
12,2,1346,538,129,233
12,3,1534,426,193,357
12,4,1462,634,61,125
13,1,518,546,61,197
13,2,1346,538,133,233
13,3,1534,426,153,369
13,4,1466,606,65,153
14,1,518,546,57,197
14,2,1346,542,117,229
14,3,1466,438,241,377
14,5,1670,514,77,81
15,1,518,546,57,161
15,2,1346,542,117,229
15,3,1534,438,185,377
15,4,1466,630,69,137
16,1,518,546,53,161
16,2,1346,538,117,233
16,3,1542,478,221,341
16,4,1470,630,69,137
16,6,1622,669,61,119
17,1,518,546,57,165
17,2,1346,538,117,233
17,3,1470,486,257,337
17,6,1634,673,53,114
17,7,630,598,49,109
18,1,518,546,57,165
18,2,1346,538,121,233
18,3,1474,486,253,341
18,7,630,598,53,113
18,8,1534,478,69,105
19,1,542,546,33,165
19,2,1346,538,121,233
19,3,1474,422,253,409
19,7,630,598,61,113
19,8,1558,410,57,169
20,1,518,494,57,217
20,2,1346,538,121,233
20,3,1546,562,185,269
20,7,630,598,61,113
20,8,1534,410,93,169
20,9,1478,670,109,105
20,10,1638,422,65,117
21,1,518,486,61,225
21,2,1346,538,121,233
21,3,1482,410,253,421
21,7,630,590,65,129
21,10,1646,418,61,113
22,1,482,494,101,217
22,2,1346,538,121,233
22,3,1498,406,249,425
22,7,630,590,65,129
22,9,1486,698,65,105
23,1,482,494,101,229
23,2,1346,538,121,233
23,3,1534,406,225,425
23,7,630,590,65,129
23,9,1490,710,61,85
24,1,478,610,53,113
24,2,1346,538,121,233
24,3,1534,406,237,425
24,7,634,590,57,125
24,11,506,498,81,213
25,2,1346,538,121,233
25,3,1518,398,269,433
25,4,454,550,85,173
25,7,634,586,73,129
25,11,530,490,57,221
25,12,1534,526,61,101
26,2,1346,538,121,233
26,3,1542,398,261,433
26,7,634,586,73,129
26,11,530,498,61,213
26,12,1534,526,65,97
27,2,1350,538,117,233
27,3,1542,394,277,437
27,7,634,586,73,129
27,11,530,498,65,213
27,12,1534,522,69,101
27,13,478,558,53,121
28,2,1350,538,117,233
28,3,1590,398,257,433
28,7,634,586,77,129
28,11,530,490,65,221
28,12,1534,526,73,93
28,14,1542,626,45,137
28,15,706,458,49,109
28,16,450,458,65,117
29,2,1350,538,117,233
29,3,1610,394,273,445
29,7,638,586,77,129
29,11,530,486,65,225
29,14,1542,626,49,137
29,17,1718,450,61,97
30,2,1350,538,105,233
30,3,1630,394,289,449
30,7,638,586,77,129
30,11,530,486,65,225
30,14,1542,626,49,137
31,2,1358,538,97,233
31,3,1630,474,290,381
31,7,654,586,65,129
31,11,482,486,113,225
31,14,1542,626,49,137
31,16,446,482,69,101
31,18,1678,394,65,113
32,2,1358,538,97,193
32,3,1630,474,290,389
32,7,654,586,61,129
32,11,490,486,105,225
32,14,1542,626,49,137
32,18,1686,394,73,77
32,19,1786,486,73,81
33,2,1358,538,97,169
33,3,1630,494,290,373
33,7,654,586,41,129
33,11,514,486,81,225
33,14,1542,626,49,137
33,18,1694,394,69,77
33,19,1786,482,69,77
33,20,606,442,89,85
34,2,1358,538,97,169
34,3,1630,558,290,317
34,11,530,486,65,225
34,14,1542,626,49,137
34,19,1786,482,81,77
34,20,602,442,101,85
35,2,1358,538,97,169
35,3,1630,542,290,333
35,11,530,486,65,225
35,14,1542,626,45,137
35,15,698,498,61,85
35,19,1790,478,97,81
35,20,602,442,97,85
35,21,1798,665,73,162
36,2,1358,538,97,169
36,3,1634,546,286,333
36,11,530,486,65,225
36,14,1542,626,45,137
36,15,702,498,61,93
36,19,1798,474,97,85
36,20,602,442,101,93
36,21,1814,669,61,151
37,2,1358,538,97,169
37,3,1634,474,286,409
37,11,530,486,65,225
37,14,1542,626,45,137
37,15,702,498,57,93
37,20,606,442,97,93
37,21,1830,677,53,142
37,22,650,586,45,125
38,2,1366,538,81,169
38,3,1638,474,282,413
38,11,530,486,65,225
38,14,1542,626,45,137
38,15,702,498,57,93
38,17,1718,406,97,93
38,20,642,446,61,89
39,2,1366,538,81,169
39,3,1642,474,278,417
39,11,530,486,65,225
39,14,1542,626,45,137
39,15,702,498,57,93
39,17,1722,398,105,99
39,20,642,446,65,89
40,2,1366,538,81,169
40,3,1646,486,274,405
40,11,530,486,65,225
40,14,1542,626,45,137
40,17,1766,398,69,129
40,20,606,442,101,93
41,2,1366,598,81,109
41,3,1658,470,262,421
41,11,530,486,65,225
41,14,1542,626,45,137
41,20,642,446,65,89
41,23,1784,394,71,149
42,2,1370,598,77,109
42,3,1674,582,246,309
42,11,530,486,65,225
42,20,642,446,65,89
42,22,658,586,45,125
42,23,1794,390,65,169
42,24,1718,506,61,137
42,25,1862,478,58,165
43,2,1370,598,77,109
43,3,1698,482,222,409
43,11,530,486,65,217
43,20,606,442,101,93
43,22,658,538,89,173
43,23,1726,390,149,249
44,2,1370,598,77,109
44,3,1718,582,202,309
44,11,530,498,65,205
44,20,606,442,101,93
44,22,658,538,89,173
44,23,1766,450,89,129
44,26,1810,390,73,113
45,2,1370,598,77,109
45,3,1738,562,182,329
45,11,526,486,69,225
45,20,606,442,117,93
45,22,658,538,93,173
45,23,1790,450,69,129
45,26,1826,386,73,93
46,2,1370,598,77,109
46,3,1746,386,174,505
46,11,522,482,73,221
46,20,642,446,77,89
46,22,634,518,121,193
47,3,1758,486,162,405
47,11,522,482,69,221
47,20,642,446,97,89
47,22,598,534,157,177
47,27,1846,382,74,97
48,3,1766,486,154,405
48,11,522,482,73,217
48,20,638,438,89,97
48,22,598,534,157,177
48,27,1862,382,57,93
49,3,1778,594,142,297
49,11,530,482,65,233
49,20,638,438,85,97
49,22,650,586,81,125
49,25,1842,486,78,129
49,27,1862,382,58,97
49,28,598,578,61,117
50,3,1786,598,134,293
50,11,530,486,61,229
50,22,642,438,113,273
50,28,598,578,61,113
51,3,1826,582,94,309
51,11,530,470,61,245
51,20,642,438,73,97
51,22,598,478,157,233
51,25,1866,446,54,149
52,3,1826,570,94,321
52,11,530,470,61,249
52,20,642,438,65,97
52,22,598,498,185,213
53,3,1826,570,94,321
53,11,530,486,61,253
53,20,646,438,81,97
53,22,598,578,137,133
54,3,1830,570,90,321
54,11,530,486,61,253
54,20,646,438,81,97
54,22,598,478,161,241
55,3,1830,654,90,237
55,11,530,498,61,225
55,20,610,438,117,97
55,22,598,466,185,257
56,3,1834,654,86,237
56,11,530,486,61,237
56,20,614,438,97,97
56,22,598,466,185,257
56,29,1862,546,58,105
57,3,1838,722,82,169
57,11,530,442,61,253
57,22,598,438,189,285
58,3,1842,742,78,149
58,11,518,482,77,213
58,15,718,466,69,129
58,20,610,438,101,97
58,22,598,578,109,137
59,3,1850,762,70,129
59,11,518,486,77,209
59,15,718,466,69,129
59,20,610,438,101,97
59,22,598,578,149,129
60,3,1862,782,58,109
60,11,518,486,77,241
60,20,646,438,65,97
60,22,598,578,109,129
61,11,518,498,77,233
61,15,718,466,65,129
61,20,646,446,65,89
61,22,598,578,109,149
62,11,518,498,77,229
62,20,606,442,105,93
62,22,598,578,109,133
63,11,518,502,77,225
63,20,606,442,117,93
63,22,598,578,109,157
64,11,518,502,81,229
64,20,606,442,113,93
64,22,598,578,109,157
65,11,514,502,85,229
65,20,606,442,185,161
65,22,598,578,109,157
66,11,506,502,201,233
66,15,718,506,65,105
66,20,642,446,81,89
67,11,502,498,205,237
67,15,714,466,73,181
68,11,474,498,141,237
68,15,714,498,61,149
68,22,598,570,109,165
69,11,506,498,113,237
69,15,710,466,81,165
69,22,598,570,109,165
70,11,506,454,109,281
70,15,714,470,85,161
70,22,606,566,73,169
71,11,518,446,93,281
71,15,730,470,73,177
71,22,606,566,73,169
72,11,506,446,173,289
72,15,730,538,57,117
73,11,502,522,173,213
73,15,730,470,69,193
74,11,502,522,173,213
74,15,734,482,65,189
75,11,506,446,169,289
75,15,734,538,53,133
76,11,530,446,145,289
76,15,734,538,53,117
77,11,530,446,141,289
77,15,734,538,61,113
78,11,526,446,145,289
78,15,730,482,77,169
79,11,526,446,145,293
79,15,722,502,77,169
80,11,502,446,165,293
80,15,722,538,77,133
81,11,518,446,89,293
81,15,722,482,85,189
81,22,610,562,69,173
82,11,522,446,81,293
82,15,722,482,89,189
82,22,610,562,65,173
83,11,530,446,73,297
83,15,722,534,97,153
83,22,610,602,65,133
84,11,522,446,81,293
84,15,734,482,85,205
84,22,614,602,61,133
85,11,526,450,77,301
85,15,734,518,85,169
85,22,614,602,61,133
86,11,526,434,85,313
86,15,734,470,89,217
86,22,614,602,61,113
