0,0,203,247,58,23
1,0,202,244,56,21
2,0,201,241,54,21
3,0,198,238,51,21
4,0,198,235,50,22
5,0,196,232,51,28
6,0,196,229,52,34
7,0,195,226,53,39
8,0,195,226,54,40
9,0,195,226,54,40
10,0,194,226,56,40
11,0,192,225,52,38
12,0,191,223,52,37
13,0,190,222,51,34
14,0,187,219,50,33
15,0,185,216,49,30
16,0,185,212,50,29
17,0,184,209,51,25
18,0,183,208,51,26
19,0,183,206,51,27
20,0,183,205,52,28
21,0,183,203,52,30
22,0,182,202,53,32
23,0,182,201,53,34
24,0,181,199,56,34
25,0,180,196,56,35
26,0,179,194,58,35
27,0,178,193,57,32
28,0,177,190,55,29
29,0,175,186,54,28
30,0,172,181,53,27
31,0,170,179,53,27
32,0,169,179,50,28
33,0,168,178,49,30
34,0,168,177,49,32
35,0,168,176,50,34
36,0,168,174,50,37
37,0,168,173,50,39
38,0,166,172,49,40
39,0,165,170,49,40
40,0,164,167,47,39
41,0,163,165,44,38
42,0,162,162,45,37
43,0,162,159,46,35
44,0,161,156,47,33
45,0,161,154,48,30
46,0,161,152,48,30
47,0,161,152,48,30
48,0,161,151,48,32
49,0,160,150,49,34
50,0,160,149,49,34
51,0,160,147,49,35
52,0,160,145,48,33
53,0,158,143,47,32
54,0,158,140,47,31
55,0,158,139,46,31
56,0,158,138,46,33
57,0,158,138,46,34
58,0,158,137,46,35
59,0,158,137,46,36
60,0,158,136,46,35
61,0,158,135,46,37
62,0,158,134,46,38
63,0,158,133,46,38
64,0,158,132,46,38
65,0,158,131,46,40
66,0,158,130,46,42
67,0,158,129,46,44
68,0,159,128,49,44
69,0,159,127,49,46
70,0,159,125,49,46
71,0,159,122,49,45
72,0,159,120,49,44,1,86,65,12,8
73,0,159,119,49,46,1,86,65,12,8
74,0,159,118,49,48,1,86,65,12,8
75,0,158,117,52,49,1,86,65,12,8
76,0,157,115,54,48,1,82,65,19,13
77,0,155,114,57,48,1,82,66,20,14
78,0,155,113,58,49,1,81,67,20,16
79,0,154,111,60,46,1,79,68,19,18
80,0,153,110,61,46,1,79,68,19,18
81,0,153,109,62,47,1,79,68,20,18
82,0,152,109,63,48,1,79,68,20,18
83,0,152,109,63,48,1,79,68,20,18
84,0,152,108,64,49,1,79,68,20,17
85,0,152,108,64,49,1,78,68,22,17
86,0,152,108,64,49,1,78,68,22,18
87,0,152,108,64,49,1,78,68,22,17
88,0,152,108,64,49,1,77,68,23,18
89,0,152,108,64,49,1,77,68,23,19
90,0,151,108,65,50,1,77,68,24,21
91,0,151,108,65,50,1,77,71,24,22
92,0,151,108,65,50,1,77,72,24,22
93,0,151,108,65,50,1,76,72,23,21
94,0,151,108,65,50,1,76,72,23,21
95,0,151,108,65,50,1,76,73,23,19
96,0,151,108,65,50,1,76,73,23,21
97,0,152,108,64,50,1,76,73,23,21
98,0,152,108,64,50,1,76,74,23,20
99,0,152,108,64,50,1,76,75,24,20
100,0,152,108,64,50,1,76,75,24,20
101,0,152,108,64,50,1,76,75,24,19
102,0,152,108,64,50,1,76,76,24,19
103,0,152,108,64,50,1,76,76,24,24
104,0,152,108,64,50,1,76,76,24,26
105,0,152,108,64,50,1,76,78,24,24
106,0,152,108,64,50,1,76,79,23,22
107,0,152,108,64,50,1,76,79,23,22
108,0,153,108,62,50,1,76,79,24,23
109,0,153,107,61,51,1,76,79,24,23
110,0,154,107,59,51,1,76,79,24,24
111,0,156,107,55,51,1,76,79,24,23
112,0,158,108,52,49,1,76,79,24,23
113,0,159,109,50,47,1,76,79,24,23
114,0,160,111,48,44,1,76,80,24,22
115,0,161,113,45,42,1,76,79,24,23
116,0,161,114,45,40,1,76,80,24,21
117,0,162,116,43,38,1,76,80,24,22
118,0,162,118,43,37,1,76,80,24,22
119,0,163,120,42,35,1,76,80,24,21
120,0,163,122,41,36,1,75,83,25,22
121,0,164,124,41,36,1,76,82,24,21
122,0,166,125,42,37,1,76,83,24,23
123,0,167,127,42,36,1,76,84,24,22
124,0,168,128,41,36,1,76,84,24,22
125,0,169,129,41,35,1,76,84,24,22
126,0,170,131,40,32,1,76,84,24,21
127,0,170,132,40,31,1,76,84,24,22
128,0,171,133,38,29,1,76,84,24,21
129,0,171,134,38,28,1,76,84,24,21
130,0,171,135,37,26,1,76,85,26,22
131,0,172,136,37,25,1,76,85,26,22
132,0,174,137,39,24,1,76,86,26,23
133,0,177,138,42,25,1,76,86,26,26
134,0,179,139,47,27,1,76,88,26,26
135,0,182,141,50,29,1,76,88,25,26
136,0,183,145,51,33,1,77,88,24,25
137,0,185,148,52,35,1,77,89,24,24
138,0,186,150,51,35,1,77,89,24,23
139,0,188,152,52,33,1,77,90,24,22
140,0,188,155,51,28,1,77,89,24,23
141,0,189,157,50,26,1,77,91,25,23
142,0,190,161,48,25,1,77,92,26,22
143,0,189,165,49,26,1,77,91,26,23
144,0,190,170,48,31,1,77,92,26,22
145,0,192,174,50,35,1,77,91,26,23
146,0,194,178,52,38,1,77,92,26,22
147,0,195,180,51,39,1,77,92,26,22
148,0,196,182,51,38,1,77,92,27,21
149,0,197,184,49,34,1,78,93,28,21
150,0,199,186,50,30,1,78,93,29,21
151,0,201,187,53,28,1,78,93,29,21
152,0,203,187,57,27,1,78,93,29,21
153,0,206,189,59,27,1,79,93,28,21
154,0,208,195,59,34,1,79,94,28,22
155,0,209,198,57,38,1,79,94,28,22
156,0,211,199,57,39,1,79,94,28,21
157,0,213,200,56,39,1,79,94,28,21
158,0,213,201,56,38,1,79,94,28,21
159,0,214,201,56,37,1,79,94,28,21
160,0,212,202,59,36,1,79,95,28,23
161,0,211,202,62,36,1,79,97,28,22
162,0,209,201,66,37,1,79,97,27,22
163,0,207,201,70,38,1,79,97,28,23
164,0,205,201,73,38,1,79,97,28,23
165,0,205,201,73,38,1,79,98,27,23
166,0,205,201,73,40,1,79,98,27,23
167,0,206,202,72,42,1,79,100,27,19
168,0,206,202,71,42,1,79,98,27,24
169,0,206,202,71,42,1,79,98,27,23
170,0,206,201,72,43,1,79,98,27,24
171,0,206,200,72,45,1,79,98,27,23
172,0,206,197,72,47,1,79,98,27,23
